0 1
0.2 1.2428
0.4 1.58364
0.6 2.04421
0.8 2.65072
1 3.43564
1.2 4.43856
1.4 5.7077
1.6 7.30196
1.8 9.29329
2 11.7696
2.2 14.8381
2.4 18.63
2.6 23.3053
2.8 29.0595
3 36.1314
3.2 44.8126
3.4 55.4592
3.6 68.5062
3.8 84.4847
4 104.044
4.2 127.975
4.4 157.247
4.6 193.042
4.8 236.802
5 290.29
